job_id,job_title,company,location,experience,salary_lpa,skills_required,category
JOB120,Backend Developer,Oracle,Hyderabad,0-2,8-12,"Flask,Docker,FastAPI,CI/CD,GCP,Azure",Backend
JOB121,ML Engineer,Infosys,Bangalore,3-5,10-15,"CI/CD,GitLab CI,Kafka,Kubernetes,Python,CSS",Frontend
JOB122,Cloud Operations Engineer,Swiggy,Chennai,1-3,6-10,"Kubernetes,PowerShell,C++,Jenkins,GCP,Grafana",Data
JOB123,Junior DevOps Engineer,Accenture,Noida,2-4,6-10,"FastAPI,CloudWatch,GitLab CI,Redis,Jenkins,Azure Monitor",FullStack
JOB124,Full Stack Developer,Google,Pune,0-2,4-6,"GCP,Flask,HTML,Git,Linux,CloudWatch",Data
JOB125,Site Reliability Engineer,Zoho,Pune,0-2,6-10,"Django,Azure Monitor,Prometheus,Bash,Docker,CSS",Backend
JOB126,Site Reliability Engineer,Amazon,Bangalore,0-2,10-15,"GitLab CI,Linux,Prometheus,CSS,CI/CD,IaC",Backend
JOB127,Frontend Developer,Oracle,Remote,0-2,6-10,"Django,Jenkins,GitLab CI,CI/CD,HTML,Linux",Backend
JOB128,Platform Engineer,Infosys,Gurgaon,2-4,8-12,"MongoDB,Python,Linux,Docker,CloudWatch,Kubernetes",DevOps
JOB129,Site Reliability Engineer,Oracle,Bangalore,3-5,4-6,"Terraform,CloudWatch,CI/CD,MySQL,Azure,Kafka",Data
JOB130,Cloud Operations Engineer,Microsoft,Chennai,1-3,8-12,"Azure,Ansible,JavaScript,GCP,PowerShell,CloudWatch",Data
JOB131,Full Stack Developer,Amazon,Chennai,2-4,6-10,"GCP,Kubernetes,Bash,GitHub Actions,Node,CI/CD",DevOps
JOB132,Cloud Engineer,Oracle,Gurgaon,1-3,10-15,"GitHub Actions,IaC,Flask,Azure,Node,HTML",Cloud
JOB133,Backend Developer,Oracle,Noida,1-3,6-10,"GitLab CI,Git,Flask,Java,Ansible,HTML",Backend
JOB134,Site Reliability Engineer,Zoho,Gurgaon,3-5,8-12,"Redis,Ansible,Java,IaC,CloudWatch,Python",Data
JOB135,Frontend Developer,Flipkart,Pune,1-3,6-10,"Java,Redis,React,GCP,CloudWatch,Azure",FullStack
JOB136,Platform Engineer,Accenture,Noida,0-2,8-12,"CSS,GitHub Actions,Ansible,Kubernetes,PostgreSQL,C++",Frontend
JOB137,ML Engineer,Accenture,Gurgaon,3-5,4-6,"Jenkins,Prometheus,Ansible,Terraform,JavaScript,CI/CD",Frontend
JOB138,ML Engineer,Accenture,Chennai,2-4,10-15,"HTML,Docker,JavaScript,Node,Bash,Git",Data
JOB139,Cloud Operations Engineer,Oracle,Remote,2-4,10-15,"PostgreSQL,PowerShell,JavaScript,C++,Docker,Jenkins",DevOps
JOB140,Backend Developer,Google,Remote,3-5,4-6,"PostgreSQL,Git,Node,Linux,GCP,FastAPI",Backend
JOB141,Junior DevOps Engineer,Wipro,Bangalore,2-4,4-6,"Prometheus,Jenkins,Docker,Node,Django,MySQL",FullStack
JOB142,ML Engineer,Wipro,Hyderabad,2-4,4-6,"PowerShell,Kafka,Kubernetes,Git,Terraform,Azure",Frontend
JOB143,Frontend Developer,Freshworks,Remote,1-3,6-10,"MongoDB,Python,FastAPI,Docker,PostgreSQL,GitLab CI",Backend
JOB144,Junior DevOps Engineer,IBM,Noida,1-3,4-6,"Kafka,CloudWatch,Bash,Terraform,Azure Monitor,JavaScript",Data
JOB145,Site Reliability Engineer,Oracle,Chennai,2-4,8-12,"C++,GCP,Kafka,Bash,HTML,CloudWatch",Cloud
JOB146,Full Stack Developer,Google,Hyderabad,2-4,4-6,"CI/CD,CSS,PostgreSQL,PowerShell,Terraform,Docker",Cloud
JOB147,Cloud Engineer,Amazon,Bangalore,2-4,6-10,"Bash,GCP,CSS,Ansible,Jenkins,IaC",Backend
JOB148,ML Engineer,Zomato,Bangalore,0-2,10-15,"C++,Kafka,Jenkins,AWS,Python,Docker",Frontend
JOB149,Junior DevOps Engineer,TCS,Noida,2-4,10-15,"FastAPI,Java,GitLab CI,Python,CloudWatch,JavaScript",Backend
JOB150,Junior DevOps Engineer,Google,Hyderabad,0-2,6-10,"C++,FastAPI,GitLab CI,Git,Prometheus,Bash",Cloud
JOB151,Site Reliability Engineer,TCS,Bangalore,2-4,4-6,"FastAPI,PostgreSQL,Linux,Azure,Grafana,AWS",Cloud
JOB152,Site Reliability Engineer,Infosys,Bangalore,1-3,8-12,"HTML,Django,GitHub Actions,MySQL,Docker,C++",Frontend
JOB153,Data Engineer,Paytm,Gurgaon,3-5,10-15,"Prometheus,Redis,Kafka,Ansible,GitLab CI,Node",Frontend
JOB154,Backend Developer,Zoho,Noida,1-3,8-12,"CI/CD,Flask,Terraform,Redis,Django,FastAPI",FullStack
JOB155,Junior DevOps Engineer,Microsoft,Noida,3-5,4-6,"Prometheus,Azure,GitHub Actions,Kafka,Docker,Redis",FullStack
JOB156,Frontend Developer,Wipro,Pune,3-5,6-10,"AWS,C++,Terraform,Docker,Redis,HTML",DevOps
JOB157,ML Engineer,Amazon,Chennai,3-5,8-12,"Node,React,Terraform,Java,Kubernetes,PowerShell",DevOps
JOB158,Junior DevOps Engineer,Google,Pune,2-4,4-6,"Azure,AWS,Flask,Node,C++,Azure Monitor",Backend
JOB159,Cloud Operations Engineer,Amazon,Pune,0-2,4-6,"Linux,HTML,Docker,Kubernetes,FastAPI,MongoDB",FullStack
JOB160,ML Engineer,Paytm,Remote,0-2,4-6,"Node,Terraform,GitHub Actions,CSS,JavaScript,MySQL",Frontend
JOB161,Data Engineer,Swiggy,Gurgaon,0-2,4-6,"Git,GitLab CI,PostgreSQL,JavaScript,React,Bash",DevOps
JOB162,Cloud Operations Engineer,Paytm,Pune,0-2,4-6,"Jenkins,JavaScript,MySQL,Django,Java,Prometheus",Cloud
JOB163,Junior DevOps Engineer,Wipro,Remote,1-3,10-15,"Azure Monitor,Redis,Jenkins,Python,Grafana,CI/CD",DevOps
JOB164,Junior DevOps Engineer,IBM,Hyderabad,1-3,4-6,"AWS,Redis,C++,Python,Terraform,PowerShell",FullStack
JOB165,Site Reliability Engineer,Paytm,Chennai,0-2,6-10,"Redis,Azure Monitor,C++,IaC,CI/CD,Jenkins",Frontend
JOB166,ML Engineer,Zoho,Gurgaon,3-5,6-10,"Redis,Kubernetes,Ansible,C++,Node,HTML",FullStack
JOB167,ML Engineer,IBM,Hyderabad,0-2,8-12,"Grafana,GitHub Actions,JavaScript,Docker,CSS,CI/CD",Cloud
JOB168,Frontend Developer,Accenture,Remote,3-5,10-15,"JavaScript,PostgreSQL,PowerShell,Git,Redis,MySQL",Backend
JOB169,Data Engineer,Amazon,Gurgaon,2-4,8-12,"Flask,Python,Django,MongoDB,IaC,Azure Monitor",Frontend
JOB170,Frontend Developer,Freshworks,Hyderabad,1-3,8-12,"JavaScript,React,HTML,Docker,CI/CD,Java",FullStack
JOB171,ML Engineer,TCS,Pune,0-2,4-6,"Flask,Jenkins,Bash,CloudWatch,Git,Ansible",Cloud
JOB172,Full Stack Developer,Freshworks,Bangalore,3-5,10-15,"Terraform,Grafana,C++,React,Kubernetes,AWS",FullStack
JOB173,Frontend Developer,Oracle,Remote,0-2,4-6,"Bash,React,PowerShell,Prometheus,GCP,Kubernetes",Cloud
JOB174,Full Stack Developer,IBM,Bangalore,0-2,4-6,"HTML,Ansible,FastAPI,IaC,Flask,Docker",Cloud
JOB175,Platform Engineer,Freshworks,Pune,2-4,4-6,"MongoDB,FastAPI,Prometheus,PostgreSQL,CSS,Grafana",FullStack
JOB176,Cloud Operations Engineer,Flipkart,Chennai,1-3,4-6,"Python,Grafana,Linux,GitLab CI,PowerShell,C++",Frontend
JOB177,Frontend Developer,Zomato,Bangalore,3-5,4-6,"Flask,MySQL,MongoDB,Node,Grafana,JavaScript",Frontend
JOB178,Data Engineer,TCS,Bangalore,2-4,8-12,"Azure Monitor,GitHub Actions,MongoDB,Linux,Python,Kubernetes",Cloud
JOB179,Full Stack Developer,Google,Gurgaon,1-3,6-10,"JavaScript,C++,Java,MongoDB,GCP,Redis",Backend
JOB180,Full Stack Developer,Zomato,Hyderabad,0-2,6-10,"Jenkins,MongoDB,IaC,C++,Azure Monitor,Grafana",Cloud
JOB181,Site Reliability Engineer,Amazon,Remote,3-5,6-10,"Python,Docker,Bash,Prometheus,GitHub Actions,GitLab CI",FullStack
JOB182,Data Engineer,Zomato,Hyderabad,1-3,6-10,"Django,React,Java,Azure,Grafana,C++",DevOps
JOB183,Platform Engineer,TCS,Chennai,0-2,4-6,"HTML,CSS,Grafana,FastAPI,React,Docker",Frontend
JOB184,Cloud Engineer,Freshworks,Hyderabad,1-3,10-15,"HTML,AWS,GCP,IaC,Prometheus,CloudWatch",Frontend
JOB185,Site Reliability Engineer,Flipkart,Pune,1-3,6-10,"Git,Bash,Azure Monitor,IaC,Java,JavaScript",FullStack
JOB186,Cloud Operations Engineer,Wipro,Gurgaon,2-4,6-10,"MongoDB,GCP,Jenkins,Terraform,CI/CD,CloudWatch",DevOps
JOB187,Full Stack Developer,Paytm,Noida,2-4,4-6,"Grafana,MongoDB,PostgreSQL,Python,MySQL,Docker",Data
JOB188,Junior DevOps Engineer,Infosys,Remote,0-2,4-6,"Flask,MongoDB,JavaScript,MySQL,Node,Azure Monitor",DevOps
JOB189,Frontend Developer,Amazon,Pune,0-2,8-12,"React,Node,Kubernetes,GitHub Actions,HTML,Redis",DevOps
JOB190,Full Stack Developer,Zomato,Chennai,2-4,10-15,"Docker,Java,HTML,Django,PostgreSQL,JavaScript",FullStack
JOB191,Site Reliability Engineer,Zoho,Pune,0-2,4-6,"Node,PostgreSQL,Azure,Azure Monitor,GitHub Actions,C++",Backend
JOB192,Site Reliability Engineer,Wipro,Remote,3-5,10-15,"CSS,Docker,Java,Git,Linux,Django",DevOps
JOB193,Junior DevOps Engineer,Paytm,Hyderabad,3-5,4-6,"MySQL,CloudWatch,Kubernetes,Django,Prometheus,JavaScript",Data
JOB194,Backend Developer,Accenture,Pune,0-2,10-15,"CI/CD,AWS,Node,Flask,Django,MySQL",Data
JOB195,Backend Developer,Infosys,Pune,2-4,10-15,"MongoDB,CSS,Kubernetes,Flask,Node,Bash",Backend
JOB196,ML Engineer,Accenture,Bangalore,1-3,4-6,"CloudWatch,Flask,Docker,Django,Java,GCP",Frontend
JOB197,Site Reliability Engineer,Zomato,Pune,3-5,10-15,"AWS,Kafka,CloudWatch,CI/CD,JavaScript,Java",FullStack
JOB198,Site Reliability Engineer,Microsoft,Bangalore,1-3,4-6,"Kubernetes,FastAPI,PostgreSQL,Django,Kafka,React",Cloud
JOB199,Site Reliability Engineer,Zomato,Chennai,2-4,4-6,"Kubernetes,JavaScript,Java,Node,Grafana,Python",DevOps
JOB200,Cloud Operations Engineer,Zomato,Chennai,2-4,8-12,"CloudWatch,IaC,React,Linux,CI/CD,GitLab CI",Backend
JOB201,Platform Engineer,Swiggy,Hyderabad,0-2,8-12,"Kafka,MySQL,GCP,Django,Docker,Linux",DevOps
JOB202,Backend Developer,Wipro,Pune,3-5,6-10,"Git,CI/CD,AWS,Python,React,Bash",DevOps
JOB203,Full Stack Developer,Amazon,Chennai,1-3,4-6,"Azure,AWS,GCP,Git,Redis,CI/CD",Backend
JOB204,Cloud Operations Engineer,Microsoft,Pune,0-2,6-10,"AWS,PostgreSQL,CSS,MySQL,Redis,React",Data
JOB205,Site Reliability Engineer,TCS,Noida,0-2,10-15,"Kubernetes,FastAPI,Bash,Git,Django,PowerShell",Cloud
JOB206,Cloud Operations Engineer,Swiggy,Gurgaon,1-3,4-6,"GitHub Actions,Flask,PowerShell,MongoDB,MySQL,HTML",Backend
JOB207,Site Reliability Engineer,Wipro,Gurgaon,0-2,4-6,"CSS,GitLab CI,Linux,CI/CD,CloudWatch,GitHub Actions",Frontend
JOB208,Data Engineer,Amazon,Bangalore,3-5,8-12,"Azure Monitor,Linux,Azure,C++,MySQL,Redis",FullStack
